id,name,zone,x,y,description,exits,enemy_id,shop_item_ids
-8_-25,荒蕪之地,wasteland,-8,-25,這裡寸草不生，只有死亡與危險。,,,
-7_-25,被遺忘的戰場,wasteland,-7,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
-6_-25,白骨堆,wasteland,-6,-25,這裡寸草不生，只有死亡與危險。,,,
-5_-25,荒蕪之地,wasteland,-5,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
-4_-25,龜裂的大地,wasteland,-4,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
-3_-25,荒蕪之地,wasteland,-3,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
-2_-25,焦黑的土地,wasteland,-2,-25,這裡寸草不生，只有死亡與危險。,,,
-1_-25,被遺忘的戰場,wasteland,-1,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
0_-25,白骨堆,wasteland,0,-25,這裡寸草不生，只有死亡與危險。,,,
1_-25,焦黑的土地,wasteland,1,-25,這裡寸草不生，只有死亡與危險。,,,
2_-25,白骨堆,wasteland,2,-25,這裡寸草不生，只有死亡與危險。,,mob_bandit,
3_-25,龜裂的大地,wasteland,3,-25,這裡寸草不生，只有死亡與危險。,,,
4_-25,焦黑的土地,wasteland,4,-25,這裡寸草不生，只有死亡與危險。,,mob_bandit,
5_-25,龜裂的大地,wasteland,5,-25,這裡寸草不生，只有死亡與危險。,,,
6_-25,被遺忘的戰場,wasteland,6,-25,這裡寸草不生，只有死亡與危險。,,,
7_-25,焦黑的土地,wasteland,7,-25,這裡寸草不生，只有死亡與危險。,,mob_bandit,
8_-25,白骨堆,wasteland,8,-25,這裡寸草不生，只有死亡與危險。,,,
9_-25,白骨堆,wasteland,9,-25,這裡寸草不生，只有死亡與危險。,,mob_orc,
10_-25,龜裂的大地,wasteland,10,-25,這裡寸草不生，只有死亡與危險。,,,
-10_-24,龜裂的大地,wasteland,-10,-24,這裡寸草不生，只有死亡與危險。,,,
-9_-24,龜裂的大地,wasteland,-9,-24,這裡寸草不生，只有死亡與危險。,,mob_orc,
-8_-24,荒蕪之地,wasteland,-8,-24,這裡寸草不生，只有死亡與危險。,,,
-7_-24,白骨堆,wasteland,-7,-24,這裡寸草不生，只有死亡與危險。,,,
-6_-24,龜裂的大地,wasteland,-6,-24,這裡寸草不生，只有死亡與危險。,,,
-5_-24,被遺忘的戰場,wasteland,-5,-24,這裡寸草不生，只有死亡與危險。,,,
-4_-24,焦黑的土地,wasteland,-4,-24,這裡寸草不生，只有死亡與危險。,,,
-3_-24,白骨堆,wasteland,-3,-24,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-2_-24,龜裂的大地,wasteland,-2,-24,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-1_-24,龜裂的大地,wasteland,-1,-24,這裡寸草不生，只有死亡與危險。,,mob_orc,
0_-24,龜裂的大地,wasteland,0,-24,這裡寸草不生，只有死亡與危險。,,mob_bandit,
1_-24,白骨堆,wasteland,1,-24,這裡寸草不生，只有死亡與危險。,,,
2_-24,被遺忘的戰場,wasteland,2,-24,這裡寸草不生，只有死亡與危險。,,mob_orc,
3_-24,白骨堆,wasteland,3,-24,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
4_-24,龜裂的大地,wasteland,4,-24,這裡寸草不生，只有死亡與危險。,,,
5_-24,荒蕪之地,wasteland,5,-24,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
6_-24,焦黑的土地,wasteland,6,-24,這裡寸草不生，只有死亡與危險。,,mob_bandit,
7_-24,被遺忘的戰場,wasteland,7,-24,這裡寸草不生，只有死亡與危險。,,,
8_-24,荒蕪之地,wasteland,8,-24,這裡寸草不生，只有死亡與危險。,,,
9_-24,被遺忘的戰場,wasteland,9,-24,這裡寸草不生，只有死亡與危險。,,mob_orc,
10_-24,白骨堆,wasteland,10,-24,這裡寸草不生，只有死亡與危險。,,,
-10_-23,龜裂的大地,wasteland,-10,-23,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-9_-23,白骨堆,wasteland,-9,-23,這裡寸草不生，只有死亡與危險。,,,
-8_-23,荒蕪之地,wasteland,-8,-23,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-23,荒蕪之地,wasteland,-7,-23,這裡寸草不生，只有死亡與危險。,,,
-6_-23,白骨堆,wasteland,-6,-23,這裡寸草不生，只有死亡與危險。,,mob_orc,
-5_-23,荒蕪之地,wasteland,-5,-23,這裡寸草不生，只有死亡與危險。,,mob_orc,
-4_-23,白骨堆,wasteland,-4,-23,這裡寸草不生，只有死亡與危險。,,,
-3_-23,龜裂的大地,wasteland,-3,-23,這裡寸草不生，只有死亡與危險。,,,
-2_-23,被遺忘的戰場,wasteland,-2,-23,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-1_-23,荒蕪之地,wasteland,-1,-23,這裡寸草不生，只有死亡與危險。,,mob_bandit,
0_-23,焦黑的土地,wasteland,0,-23,這裡寸草不生，只有死亡與危險。,,,
1_-23,白骨堆,wasteland,1,-23,這裡寸草不生，只有死亡與危險。,,mob_bandit,
2_-23,焦黑的土地,wasteland,2,-23,這裡寸草不生，只有死亡與危險。,,,
3_-23,荒蕪之地,wasteland,3,-23,這裡寸草不生，只有死亡與危險。,,,
4_-23,被遺忘的戰場,wasteland,4,-23,這裡寸草不生，只有死亡與危險。,,,
5_-23,龜裂的大地,wasteland,5,-23,這裡寸草不生，只有死亡與危險。,,mob_orc,
6_-23,被遺忘的戰場,wasteland,6,-23,這裡寸草不生，只有死亡與危險。,,,
7_-23,荒蕪之地,wasteland,7,-23,這裡寸草不生，只有死亡與危險。,,,
8_-23,焦黑的土地,wasteland,8,-23,這裡寸草不生，只有死亡與危險。,,mob_orc,
9_-23,焦黑的土地,wasteland,9,-23,這裡寸草不生，只有死亡與危險。,,,
10_-23,龜裂的大地,wasteland,10,-23,這裡寸草不生，只有死亡與危險。,,,
-10_-22,被遺忘的戰場,wasteland,-10,-22,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-9_-22,荒蕪之地,wasteland,-9,-22,這裡寸草不生，只有死亡與危險。,,,
-8_-22,被遺忘的戰場,wasteland,-8,-22,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-22,白骨堆,wasteland,-7,-22,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-6_-22,被遺忘的戰場,wasteland,-6,-22,這裡寸草不生，只有死亡與危險。,,mob_orc,
-5_-22,焦黑的土地,wasteland,-5,-22,這裡寸草不生，只有死亡與危險。,,,
-4_-22,被遺忘的戰場,wasteland,-4,-22,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-3_-22,龜裂的大地,wasteland,-3,-22,這裡寸草不生，只有死亡與危險。,,,
-2_-22,龜裂的大地,wasteland,-2,-22,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-1_-22,龜裂的大地,wasteland,-1,-22,這裡寸草不生，只有死亡與危險。,,,
0_-22,荒蕪之地,wasteland,0,-22,這裡寸草不生，只有死亡與危險。,,,
1_-22,荒蕪之地,wasteland,1,-22,這裡寸草不生，只有死亡與危險。,,mob_bandit,
2_-22,白骨堆,wasteland,2,-22,這裡寸草不生，只有死亡與危險。,,,
3_-22,焦黑的土地,wasteland,3,-22,這裡寸草不生，只有死亡與危險。,,,
4_-22,白骨堆,wasteland,4,-22,這裡寸草不生，只有死亡與危險。,,mob_bandit,
5_-22,焦黑的土地,wasteland,5,-22,這裡寸草不生，只有死亡與危險。,,mob_orc,
6_-22,焦黑的土地,wasteland,6,-22,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
7_-22,荒蕪之地,wasteland,7,-22,這裡寸草不生，只有死亡與危險。,,mob_orc,
8_-22,焦黑的土地,wasteland,8,-22,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
9_-22,被遺忘的戰場,wasteland,9,-22,這裡寸草不生，只有死亡與危險。,,,
10_-22,荒蕪之地,wasteland,10,-22,這裡寸草不生，只有死亡與危險。,,mob_orc,
-10_-21,被遺忘的戰場,wasteland,-10,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-9_-21,荒蕪之地,wasteland,-9,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-8_-21,龜裂的大地,wasteland,-8,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-21,焦黑的土地,wasteland,-7,-21,這裡寸草不生，只有死亡與危險。,,,
-6_-21,焦黑的土地,wasteland,-6,-21,這裡寸草不生，只有死亡與危險。,,,
-5_-21,焦黑的土地,wasteland,-5,-21,這裡寸草不生，只有死亡與危險。,,,
-4_-21,焦黑的土地,wasteland,-4,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-3_-21,白骨堆,wasteland,-3,-21,這裡寸草不生，只有死亡與危險。,,,
-2_-21,被遺忘的戰場,wasteland,-2,-21,這裡寸草不生，只有死亡與危險。,,mob_orc,
-1_-21,焦黑的土地,wasteland,-1,-21,這裡寸草不生，只有死亡與危險。,,,
0_-21,焦黑的土地,wasteland,0,-21,這裡寸草不生，只有死亡與危險。,,,
1_-21,荒蕪之地,wasteland,1,-21,這裡寸草不生，只有死亡與危險。,,,
2_-21,龜裂的大地,wasteland,2,-21,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
3_-21,龜裂的大地,wasteland,3,-21,這裡寸草不生，只有死亡與危險。,,mob_orc,
4_-21,龜裂的大地,wasteland,4,-21,這裡寸草不生，只有死亡與危險。,,,
5_-21,白骨堆,wasteland,5,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
6_-21,荒蕪之地,wasteland,6,-21,這裡寸草不生，只有死亡與危險。,,,
7_-21,荒蕪之地,wasteland,7,-21,這裡寸草不生，只有死亡與危險。,,,
8_-21,被遺忘的戰場,wasteland,8,-21,這裡寸草不生，只有死亡與危險。,,,
9_-21,龜裂的大地,wasteland,9,-21,這裡寸草不生，只有死亡與危險。,,mob_orc,
10_-21,白骨堆,wasteland,10,-21,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-10_-20,被遺忘的戰場,wasteland,-10,-20,這裡寸草不生，只有死亡與危險。,,mob_orc,
-9_-20,白骨堆,wasteland,-9,-20,這裡寸草不生，只有死亡與危險。,,,
-8_-20,白骨堆,wasteland,-8,-20,這裡寸草不生，只有死亡與危險。,,mob_orc,
-7_-20,荒蕪之地,wasteland,-7,-20,這裡寸草不生，只有死亡與危險。,,,
-6_-20,白骨堆,wasteland,-6,-20,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-5_-20,焦黑的土地,wasteland,-5,-20,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-4_-20,被遺忘的戰場,wasteland,-4,-20,這裡寸草不生，只有死亡與危險。,,,
-3_-20,焦黑的土地,wasteland,-3,-20,這裡寸草不生，只有死亡與危險。,,,
-2_-20,龜裂的大地,wasteland,-2,-20,這裡寸草不生，只有死亡與危險。,,,
-1_-20,焦黑的土地,wasteland,-1,-20,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
0_-20,白骨堆,wasteland,0,-20,這裡寸草不生，只有死亡與危險。,,,
1_-20,焦黑的土地,wasteland,1,-20,這裡寸草不生，只有死亡與危險。,,,
2_-20,被遺忘的戰場,wasteland,2,-20,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
3_-20,被遺忘的戰場,wasteland,3,-20,這裡寸草不生，只有死亡與危險。,,,
4_-20,被遺忘的戰場,wasteland,4,-20,這裡寸草不生，只有死亡與危險。,,mob_orc,
5_-20,龜裂的大地,wasteland,5,-20,這裡寸草不生，只有死亡與危險。,,,
6_-20,白骨堆,wasteland,6,-20,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
7_-20,白骨堆,wasteland,7,-20,這裡寸草不生，只有死亡與危險。,,mob_bandit,
8_-20,荒蕪之地,wasteland,8,-20,這裡寸草不生，只有死亡與危險。,,,
9_-20,荒蕪之地,wasteland,9,-20,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
10_-20,荒蕪之地,wasteland,10,-20,這裡寸草不生，只有死亡與危險。,,,
-10_-19,焦黑的土地,wasteland,-10,-19,這裡寸草不生，只有死亡與危險。,,,
-9_-19,被遺忘的戰場,wasteland,-9,-19,這裡寸草不生，只有死亡與危險。,,,
-8_-19,龜裂的大地,wasteland,-8,-19,這裡寸草不生，只有死亡與危險。,,,
-7_-19,焦黑的土地,wasteland,-7,-19,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-6_-19,荒蕪之地,wasteland,-6,-19,這裡寸草不生，只有死亡與危險。,,,
-5_-19,龜裂的大地,wasteland,-5,-19,這裡寸草不生，只有死亡與危險。,,,
-4_-19,焦黑的土地,wasteland,-4,-19,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-3_-19,龜裂的大地,wasteland,-3,-19,這裡寸草不生，只有死亡與危險。,,mob_orc,
-2_-19,白骨堆,wasteland,-2,-19,這裡寸草不生，只有死亡與危險。,,,
-1_-19,被遺忘的戰場,wasteland,-1,-19,這裡寸草不生，只有死亡與危險。,,,
0_-19,焦黑的土地,wasteland,0,-19,這裡寸草不生，只有死亡與危險。,,,
1_-19,被遺忘的戰場,wasteland,1,-19,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
2_-19,荒蕪之地,wasteland,2,-19,這裡寸草不生，只有死亡與危險。,,mob_orc,
3_-19,焦黑的土地,wasteland,3,-19,這裡寸草不生，只有死亡與危險。,,mob_bandit,
4_-19,龜裂的大地,wasteland,4,-19,這裡寸草不生，只有死亡與危險。,,,
5_-19,荒蕪之地,wasteland,5,-19,這裡寸草不生，只有死亡與危險。,,mob_orc,
6_-19,焦黑的土地,wasteland,6,-19,這裡寸草不生，只有死亡與危險。,,mob_bandit,
7_-19,白骨堆,wasteland,7,-19,這裡寸草不生，只有死亡與危險。,,,
8_-19,焦黑的土地,wasteland,8,-19,這裡寸草不生，只有死亡與危險。,,,
9_-19,白骨堆,wasteland,9,-19,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
10_-19,被遺忘的戰場,wasteland,10,-19,這裡寸草不生，只有死亡與危險。,,,
-10_-18,白骨堆,wasteland,-10,-18,這裡寸草不生，只有死亡與危險。,,,
-9_-18,龜裂的大地,wasteland,-9,-18,這裡寸草不生，只有死亡與危險。,,mob_orc,
-8_-18,焦黑的土地,wasteland,-8,-18,這裡寸草不生，只有死亡與危險。,,mob_orc,
-7_-18,龜裂的大地,wasteland,-7,-18,這裡寸草不生，只有死亡與危險。,,,
-6_-18,焦黑的土地,wasteland,-6,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-5_-18,荒蕪之地,wasteland,-5,-18,這裡寸草不生，只有死亡與危險。,,mob_orc,
-4_-18,焦黑的土地,wasteland,-4,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
-3_-18,荒蕪之地,wasteland,-3,-18,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-2_-18,白骨堆,wasteland,-2,-18,這裡寸草不生，只有死亡與危險。,,,
-1_-18,龜裂的大地,wasteland,-1,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
0_-18,龜裂的大地,wasteland,0,-18,這裡寸草不生，只有死亡與危險。,,,
1_-18,龜裂的大地,wasteland,1,-18,這裡寸草不生，只有死亡與危險。,,,
2_-18,荒蕪之地,wasteland,2,-18,這裡寸草不生，只有死亡與危險。,,mob_bandit,
3_-18,焦黑的土地,wasteland,3,-18,這裡寸草不生，只有死亡與危險。,,,
4_-18,龜裂的大地,wasteland,4,-18,這裡寸草不生，只有死亡與危險。,,mob_bandit,
5_-18,白骨堆,wasteland,5,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
6_-18,白骨堆,wasteland,6,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
7_-18,龜裂的大地,wasteland,7,-18,這裡寸草不生，只有死亡與危險。,,mob_bandit,
8_-18,荒蕪之地,wasteland,8,-18,這裡寸草不生，只有死亡與危險。,,mob_skeleton,
9_-18,白骨堆,wasteland,9,-18,這裡寸草不生，只有死亡與危險。,,,
10_-18,龜裂的大地,wasteland,10,-18,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-10_-17,焦黑的土地,wasteland,-10,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
-9_-17,焦黑的土地,wasteland,-9,-17,這裡寸草不生，只有死亡與危險。,,,
-8_-17,龜裂的大地,wasteland,-8,-17,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-17,荒蕪之地,wasteland,-7,-17,這裡寸草不生，只有死亡與危險。,,,
-6_-17,荒蕪之地,wasteland,-6,-17,這裡寸草不生，只有死亡與危險。,,,
-5_-17,被遺忘的戰場,wasteland,-5,-17,這裡寸草不生，只有死亡與危險。,,,
-4_-17,被遺忘的戰場,wasteland,-4,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
-3_-17,龜裂的大地,wasteland,-3,-17,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-2_-17,龜裂的大地,wasteland,-2,-17,這裡寸草不生，只有死亡與危險。,,,
-1_-17,荒蕪之地,wasteland,-1,-17,這裡寸草不生，只有死亡與危險。,,,
0_-17,白骨堆,wasteland,0,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
1_-17,焦黑的土地,wasteland,1,-17,這裡寸草不生，只有死亡與危險。,,,
2_-17,荒蕪之地,wasteland,2,-17,這裡寸草不生，只有死亡與危險。,,,
3_-17,焦黑的土地,wasteland,3,-17,這裡寸草不生，只有死亡與危險。,,,
4_-17,被遺忘的戰場,wasteland,4,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
5_-17,被遺忘的戰場,wasteland,5,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
6_-17,龜裂的大地,wasteland,6,-17,這裡寸草不生，只有死亡與危險。,,,
7_-17,白骨堆,wasteland,7,-17,這裡寸草不生，只有死亡與危險。,,,
8_-17,被遺忘的戰場,wasteland,8,-17,這裡寸草不生，只有死亡與危險。,,mob_rat,
9_-17,龜裂的大地,wasteland,9,-17,這裡寸草不生，只有死亡與危險。,,,
10_-17,焦黑的土地,wasteland,10,-17,這裡寸草不生，只有死亡與危險。,,,
-10_-16,焦黑的土地,wasteland,-10,-16,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-9_-16,龜裂的大地,wasteland,-9,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
-8_-16,焦黑的土地,wasteland,-8,-16,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-16,白骨堆,wasteland,-7,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
-6_-16,被遺忘的戰場,wasteland,-6,-16,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-5_-16,焦黑的土地,wasteland,-5,-16,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-4_-16,白骨堆,wasteland,-4,-16,這裡寸草不生，只有死亡與危險。,,,
-3_-16,白骨堆,wasteland,-3,-16,這裡寸草不生，只有死亡與危險。,,,
-2_-16,焦黑的土地,wasteland,-2,-16,這裡寸草不生，只有死亡與危險。,,,
-1_-16,被遺忘的戰場,wasteland,-1,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
0_-16,焦黑的土地,wasteland,0,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
1_-16,荒蕪之地,wasteland,1,-16,這裡寸草不生，只有死亡與危險。,,,
2_-16,龜裂的大地,wasteland,2,-16,這裡寸草不生，只有死亡與危險。,,,
3_-16,焦黑的土地,wasteland,3,-16,這裡寸草不生，只有死亡與危險。,,,
4_-16,荒蕪之地,wasteland,4,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
5_-16,白骨堆,wasteland,5,-16,這裡寸草不生，只有死亡與危險。,,,
6_-16,龜裂的大地,wasteland,6,-16,這裡寸草不生，只有死亡與危險。,,mob_bandit,
7_-16,焦黑的土地,wasteland,7,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
8_-16,龜裂的大地,wasteland,8,-16,這裡寸草不生，只有死亡與危險。,,,
9_-16,焦黑的土地,wasteland,9,-16,這裡寸草不生，只有死亡與危險。,,,
10_-16,白骨堆,wasteland,10,-16,這裡寸草不生，只有死亡與危險。,,mob_rat,
-10_-15,龜裂的大地,wasteland,-10,-15,這裡寸草不生，只有死亡與危險。,,,
-9_-15,焦黑的土地,wasteland,-9,-15,這裡寸草不生，只有死亡與危險。,,,
-8_-15,焦黑的土地,wasteland,-8,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
-7_-15,龜裂的大地,wasteland,-7,-15,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-6_-15,龜裂的大地,wasteland,-6,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
-5_-15,被遺忘的戰場,wasteland,-5,-15,這裡寸草不生，只有死亡與危險。,,,
-4_-15,焦黑的土地,wasteland,-4,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
-3_-15,龜裂的大地,wasteland,-3,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
-2_-15,被遺忘的戰場,wasteland,-2,-15,這裡寸草不生，只有死亡與危險。,,,
-1_-15,白骨堆,wasteland,-1,-15,這裡寸草不生，只有死亡與危險。,,mob_bandit,
0_-15,被遺忘的戰場,wasteland,0,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
1_-15,荒蕪之地,wasteland,1,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
2_-15,被遺忘的戰場,wasteland,2,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
3_-15,荒蕪之地,wasteland,3,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
4_-15,白骨堆,wasteland,4,-15,這裡寸草不生，只有死亡與危險。,,mob_bandit,
5_-15,龜裂的大地,wasteland,5,-15,這裡寸草不生，只有死亡與危險。,,mob_rat,
6_-15,龜裂的大地,wasteland,6,-15,這裡寸草不生，只有死亡與危險。,,,
7_-15,被遺忘的戰場,wasteland,7,-15,這裡寸草不生，只有死亡與危險。,,mob_bandit,
8_-15,荒蕪之地,wasteland,8,-15,這裡寸草不生，只有死亡與危險。,,,
9_-15,白骨堆,wasteland,9,-15,這裡寸草不生，只有死亡與危險。,,,
10_-15,焦黑的土地,wasteland,10,-15,這裡寸草不生，只有死亡與危險。,,,
-10_-14,被遺忘的戰場,wasteland,-10,-14,這裡寸草不生，只有死亡與危險。,,,
-9_-14,荒蕪之地,wasteland,-9,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
-8_-14,被遺忘的戰場,wasteland,-8,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
-7_-14,白骨堆,wasteland,-7,-14,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-6_-14,焦黑的土地,wasteland,-6,-14,這裡寸草不生，只有死亡與危險。,,,
-5_-14,白骨堆,wasteland,-5,-14,這裡寸草不生，只有死亡與危險。,,,
-4_-14,白骨堆,wasteland,-4,-14,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-3_-14,白骨堆,wasteland,-3,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
-2_-14,被遺忘的戰場,wasteland,-2,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
-1_-14,荒蕪之地,wasteland,-1,-14,這裡寸草不生，只有死亡與危險。,,mob_bandit,
0_-14,荒蕪之地,wasteland,0,-14,這裡寸草不生，只有死亡與危險。,,,
1_-14,焦黑的土地,wasteland,1,-14,這裡寸草不生，只有死亡與危險。,,mob_bandit,
2_-14,白骨堆,wasteland,2,-14,這裡寸草不生，只有死亡與危險。,,,
3_-14,白骨堆,wasteland,3,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
4_-14,龜裂的大地,wasteland,4,-14,這裡寸草不生，只有死亡與危險。,,,
5_-14,荒蕪之地,wasteland,5,-14,這裡寸草不生，只有死亡與危險。,,mob_bandit,
6_-14,焦黑的土地,wasteland,6,-14,這裡寸草不生，只有死亡與危險。,,,
7_-14,龜裂的大地,wasteland,7,-14,這裡寸草不生，只有死亡與危險。,,,
8_-14,荒蕪之地,wasteland,8,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
9_-14,白骨堆,wasteland,9,-14,這裡寸草不生，只有死亡與危險。,,,
10_-14,焦黑的土地,wasteland,10,-14,這裡寸草不生，只有死亡與危險。,,mob_rat,
-10_-13,焦黑的土地,wasteland,-10,-13,這裡寸草不生，只有死亡與危險。,,,
-9_-13,荒蕪之地,wasteland,-9,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-8_-13,白骨堆,wasteland,-8,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
-7_-13,荒蕪之地,wasteland,-7,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
-6_-13,龜裂的大地,wasteland,-6,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
-5_-13,龜裂的大地,wasteland,-5,-13,這裡寸草不生，只有死亡與危險。,,,
-4_-13,焦黑的土地,wasteland,-4,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-3_-13,白骨堆,wasteland,-3,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-2_-13,被遺忘的戰場,wasteland,-2,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-1_-13,焦黑的土地,wasteland,-1,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
0_-13,被遺忘的戰場,wasteland,0,-13,這裡寸草不生，只有死亡與危險。,,,
1_-13,白骨堆,wasteland,1,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
2_-13,荒蕪之地,wasteland,2,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
3_-13,焦黑的土地,wasteland,3,-13,這裡寸草不生，只有死亡與危險。,,,
4_-13,焦黑的土地,wasteland,4,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
5_-13,被遺忘的戰場,wasteland,5,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
6_-13,荒蕪之地,wasteland,6,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
7_-13,被遺忘的戰場,wasteland,7,-13,這裡寸草不生，只有死亡與危險。,,,
8_-13,被遺忘的戰場,wasteland,8,-13,這裡寸草不生，只有死亡與危險。,,,
9_-13,焦黑的土地,wasteland,9,-13,這裡寸草不生，只有死亡與危險。,,mob_bandit,
10_-13,白骨堆,wasteland,10,-13,這裡寸草不生，只有死亡與危險。,,mob_rat,
-10_-12,龜裂的大地,wasteland,-10,-12,這裡寸草不生，只有死亡與危險。,,,
-9_-12,白骨堆,wasteland,-9,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-8_-12,龜裂的大地,wasteland,-8,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-7_-12,白骨堆,wasteland,-7,-12,這裡寸草不生，只有死亡與危險。,,,
-6_-12,焦黑的土地,wasteland,-6,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-5_-12,被遺忘的戰場,wasteland,-5,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-4_-12,荒蕪之地,wasteland,-4,-12,這裡寸草不生，只有死亡與危險。,,mob_rat,
-3_-12,焦黑的土地,wasteland,-3,-12,這裡寸草不生，只有死亡與危險。,,,
-2_-12,被遺忘的戰場,wasteland,-2,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
-1_-12,被遺忘的戰場,wasteland,-1,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
0_-12,焦黑的土地,wasteland,0,-12,這裡寸草不生，只有死亡與危險。,,,
1_-12,龜裂的大地,wasteland,1,-12,這裡寸草不生，只有死亡與危險。,,mob_rat,
2_-12,被遺忘的戰場,wasteland,2,-12,這裡寸草不生，只有死亡與危險。,,mob_bandit,
3_-12,被遺忘的戰場,wasteland,3,-12,這裡寸草不生，只有死亡與危險。,,,
